source,prediction_id,family,predicate,compatibility_monotone,compatibility_endpoint_change
sgfn,sgfn_official_full_l160:official_test:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:1:19:2:lower than,relative_vertical,lower than,True,0.0003640070797464867
vlsat,vlsat_closed_set:full_official_validation:5630cfe7-12bf-2860-8710-52729dc36cc6:2:10:6:higher than,relative_vertical,higher than,True,0.6804420300384616
sgfn,sgfn_official_full_l160:official_test:f2c76ff1-2239-29d0-87f5-8a0346584384:3:8:6:higher than,relative_vertical,higher than,True,0.7783515526262904
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:4:42:63:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:10b17957-3938-2467-88a5-9e9254930dad:3:53:54:lower than,relative_vertical,lower than,True,0.03541937239027504
sgfn,sgfn_official_full_l160:official_test:4238490c-60a7-271e-9f38-3c651e3b3912:2:9:15:lower than,relative_vertical,lower than,True,2.0152348678692533e-09
open3dsg,open3dsg_ov:full_official_validation:f2c76fe7-2239-29d0-84f5-144c30fd7451_3:22:1:lower than,relative_vertical,lower than,True,0.6079090483527279
open3dsg,open3dsg_ov:full_official_validation:ddc73797-765b-241a-9e2c-097c5989baf6_4:52:14:higher than,relative_vertical,higher than,True,8.771628372761242e-06
vlsat,vlsat_closed_set:full_official_validation:0cac75e8-8d6f-2d13-8fc4-acdbf00437c8:2:7:17:lower than,relative_vertical,lower than,True,3.66787593186757e-07
sgfn,sgfn_official_full_l160:official_test:bf9a3dd9-45a5-2e80-817c-f918e193231b:4:11:31:lower than,relative_vertical,lower than,True,0.00015039941571026727
vlsat,vlsat_closed_set:full_official_validation:d04eb40f-1d53-27ea-8a41-47892bde7017:1:6:5:higher than,relative_vertical,higher than,True,2.824451700855768e-05
sgfn,sgfn_official_full_l160:official_test:0cac7619-8d6f-2d13-8f36-ac562ec9a4de:1:15:16:higher than,relative_vertical,higher than,True,0.007164060738062861
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:4:32:47:higher than,relative_vertical,higher than,True,0.9993395204201442
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:7:2:42:lower than,relative_vertical,lower than,True,1.997113358231939e-05
sgfn,sgfn_official_full_l160:official_test:ddc7379b-765b-241a-9f45-c37e41608726:1:59:10:higher than,relative_vertical,higher than,True,4.5141668181258865e-13
open3dsg,open3dsg_ov:full_official_validation:b05fdd96-fca0-2d4f-88c3-d9dfda85c00e_2:5:12:lower than,relative_vertical,lower than,True,1.0211598233667019e-10
vlsat,vlsat_closed_set:full_official_validation:6e67e550-1209-2cd0-8294-7cc2564cf82c:2:6:10:lower than,relative_vertical,lower than,True,0.3827858007858016
vlsat,vlsat_closed_set:full_official_validation:c7895f07-339c-2d13-8176-7418b6e8d7ce:2:34:24:lower than,relative_vertical,lower than,True,0.00011105162674995839
open3dsg,open3dsg_ov:full_official_validation:10b1792a-3938-2467-8b4e-a93da27a0985_3:19:16:higher than,relative_vertical,higher than,True,2.5766461464460377e-07
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_2:1:50:lower than,relative_vertical,lower than,True,3.5475651916083706e-07
sgfn,sgfn_official_full_l160:official_test:1d234022-e280-2b1a-8cec-e9787bb0d7b2:3:3:6:higher than,relative_vertical,higher than,True,0.0020414104785195786
sgfn,sgfn_official_full_l160:official_test:c7895f2b-339c-2d13-8248-b0507e050314:3:33:15:lower than,relative_vertical,lower than,True,1.8822375137617087e-05
open3dsg,open3dsg_ov:full_official_validation:0cac761b-8d6f-2d13-8f16-23a7d73c54fe_1:2:7:higher than,relative_vertical,higher than,True,2.0240315645736473e-08
open3dsg,open3dsg_ov:full_official_validation:43b8cae3-6678-2e38-9b67-5905de29f6d7_2:4:9:higher than,relative_vertical,higher than,True,0.9901890991918655
vlsat,vlsat_closed_set:full_official_validation:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:1:19:18:lower than,relative_vertical,lower than,True,0.0006035538692328313
open3dsg,open3dsg_ov:full_official_validation:41385849-a238-2435-81d0-ceb0eba4541a_5:81:88:lower than,relative_vertical,lower than,True,0.0013839913781412694
open3dsg,open3dsg_ov:full_official_validation:9766cbe5-6321-2e2f-8040-4e5b7a5d8ba1_5:26:40:higher than,relative_vertical,higher than,True,5.059068275414802e-09
vlsat,vlsat_closed_set:full_official_validation:bcb0fe06-4f39-2c70-9c24-a8dd7496c2f8:1:40:39:higher than,relative_vertical,higher than,True,0.0007333279989547581
sgfn,sgfn_official_full_l160:official_test:6bde607d-9162-246f-8f84-98cf7ac2374c:1:14:16:higher than,relative_vertical,higher than,True,0.0003021145636883382
vlsat,vlsat_closed_set:full_official_validation:8eabc455-5af7-2f32-8606-a0bdbe6c537d:1:4:15:lower than,relative_vertical,lower than,True,0.00018741497111762762
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:9:55:54:higher than,relative_vertical,higher than,True,1.4492302469193419e-06
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:4:45:43:lower than,relative_vertical,lower than,True,0.0005946619622562155
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:5:46:26:higher than,relative_vertical,higher than,True,3.317772723221424e-10
open3dsg,open3dsg_ov:full_official_validation:8eabc461-5af7-2f32-8663-ce5a10fd97b3_4:72:47:higher than,relative_vertical,higher than,True,1.0102062186767569e-08
open3dsg,open3dsg_ov:full_official_validation:1d234026-e280-2b1a-8fe1-713e28269f4d_1:1:18:higher than,relative_vertical,higher than,True,0.6421152269618247
sgfn,sgfn_official_full_l160:official_test:38770ca5-86d7-27b8-871c-57fdbfe87905:6:40:53:lower than,relative_vertical,lower than,True,0.007502647710610599
vlsat,vlsat_closed_set:full_official_validation:10b1794e-3938-2467-89a7-ebc89e84cf88:1:19:3:higher than,relative_vertical,higher than,True,1.4565335839655802e-06
open3dsg,open3dsg_ov:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2_1:19:2:higher than,relative_vertical,higher than,True,4.602182573121283e-05
open3dsg,open3dsg_ov:full_official_validation:0cac75ea-8d6f-2d13-8e50-c5faf0159e32_1:17:1:higher than,relative_vertical,higher than,True,2.27806442598677e-08
vlsat,vlsat_closed_set:full_official_validation:10b17940-3938-2467-8a7a-958300ba83d3:1:7:4:lower than,relative_vertical,lower than,True,3.0026490196455313e-06
sgfn,sgfn_official_full_l160:official_test:2e369567-e133-204c-909a-c5da44bb58df:1:10:7:lower than,relative_vertical,lower than,True,0.00027888776852302843
sgfn,sgfn_official_full_l160:official_test:bf9a3da2-45a5-2e80-8219-1f0a216399fe:2:100:16:higher than,relative_vertical,higher than,True,5.616901802718566e-05
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:10:24:11:higher than,relative_vertical,higher than,True,0.025281263374130725
open3dsg,open3dsg_ov:full_official_validation:7747a50c-9431-24e8-877d-e60c3a341cc2_2:64:32:higher than,relative_vertical,higher than,True,1.4471507880919887e-07
open3dsg,open3dsg_ov:full_official_validation:a0905fd9-66f7-2272-9dfb-0483fdcc54c7_5:43:2:higher than,relative_vertical,higher than,True,1.1102230246251565e-16
sgfn,sgfn_official_full_l160:official_test:6bde60cd-9162-246f-8fad-fca80b4d6ad8:1:7:8:lower than,relative_vertical,lower than,True,0.0032719723400344014
sgfn,sgfn_official_full_l160:official_test:c7895f7a-339c-2d13-82ac-09ef1c9001ba:2:28:21:higher than,relative_vertical,higher than,True,0.9999411391478661
sgfn,sgfn_official_full_l160:official_test:9766cbf5-6321-2e2f-8131-78c4e204635d:1:18:21:higher than,relative_vertical,higher than,True,2.683527844382638e-10
vlsat,vlsat_closed_set:full_official_validation:5341b7e3-8a66-2cdd-8709-66a2159f0017:3:16:17:higher than,relative_vertical,higher than,True,0.19853698482631577
sgfn,sgfn_official_full_l160:official_test:5341b7b3-8a66-2cdd-856d-9d70e194568b:3:49:20:higher than,relative_vertical,higher than,True,3.990525831210068e-05
open3dsg,open3dsg_ov:full_official_validation:10b17957-3938-2467-88a5-9e9254930dad_3:46:18:lower than,relative_vertical,lower than,True,3.2496485435906663e-07
open3dsg,open3dsg_ov:full_official_validation:c92fb5b5-f771-2064-8570-dbe16cb33764_3:9:23:lower than,relative_vertical,lower than,True,0.00034916485300229283
sgfn,sgfn_official_full_l160:official_test:10b1793e-3938-2467-8b92-f56541e7ef9e:1:7:18:higher than,relative_vertical,higher than,True,0.975068590859002
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:2:12:55:lower than,relative_vertical,lower than,True,0.9998754303625734
open3dsg,open3dsg_ov:full_official_validation:bf9a3da2-45a5-2e80-8219-1f0a216399fe_2:7:6:lower than,relative_vertical,lower than,True,7.700914350650123e-10
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:1:26:32:higher than,relative_vertical,higher than,True,0.9999428344618557
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_10:49:56:higher than,relative_vertical,higher than,True,0.002092328032530344
sgfn,sgfn_official_full_l160:official_test:6bde60cd-9162-246f-8fad-fca80b4d6ad8:1:1:8:lower than,relative_vertical,lower than,True,3.47408749723499e-06
open3dsg,open3dsg_ov:full_official_validation:f2c76fed-2239-29d0-8598-9ed42cec9dc5_2:12:1:lower than,relative_vertical,lower than,True,0.9817408292710443
sgfn,sgfn_official_full_l160:official_test:742e8f15-be0a-294e-9ebb-6c72dbcb9662:1:3:5:lower than,relative_vertical,lower than,True,0.005171879088645914
vlsat,vlsat_closed_set:full_official_validation:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:2:11:12:lower than,relative_vertical,lower than,True,0.0003486107158373608
vlsat,vlsat_closed_set:full_official_validation:ba6fdaac-a4c1-2dca-8380-f16765679fd7:3:34:46:higher than,relative_vertical,higher than,True,0.00021612839071960543
vlsat,vlsat_closed_set:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe:2:63:19:higher than,relative_vertical,higher than,True,0.008176544966623012
open3dsg,open3dsg_ov:full_official_validation:1d234026-e280-2b1a-8fe1-713e28269f4d_3:24:14:higher than,relative_vertical,higher than,True,4.894808114386251e-09
sgfn,sgfn_official_full_l160:official_test:c7895f27-339c-2d13-836b-c12dca280261:5:54:35:lower than,relative_vertical,lower than,True,4.037568758052945e-05
open3dsg,open3dsg_ov:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691_3:17:2:higher than,relative_vertical,higher than,True,5.8712814721140205e-08
sgfn,sgfn_official_full_l160:official_test:10b1792e-3938-2467-8bb3-172148ae5a67:2:17:12:higher than,relative_vertical,higher than,True,0.97846375480831
sgfn,sgfn_official_full_l160:official_test:8e0f1c28-9e28-2339-8584-ff06ff93c341:1:12:5:lower than,relative_vertical,lower than,True,1.1179945857975326e-13
open3dsg,open3dsg_ov:full_official_validation:75c25989-9ca2-2844-97b4-31b81f7554b8_1:1:10:higher than,relative_vertical,higher than,True,0.0024248552599285267
sgfn,sgfn_official_full_l160:official_test:f2c76ff1-2239-29d0-87f5-8a0346584384:3:6:16:higher than,relative_vertical,higher than,True,0.040274252018598244
sgfn,sgfn_official_full_l160:official_test:1d234026-e280-2b1a-8fe1-713e28269f4d:2:5:3:lower than,relative_vertical,lower than,True,2.781681676333747e-06
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_9:71:21:higher than,relative_vertical,higher than,True,0.0001148519753053634
sgfn,sgfn_official_full_l160:official_test:2451c048-fae8-24f6-9043-f1604dbada2c:3:23:103:lower than,relative_vertical,lower than,True,2.705649714829228e-06
open3dsg,open3dsg_ov:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a_4:1:80:lower than,relative_vertical,lower than,True,1.4789523667291249e-05
open3dsg,open3dsg_ov:full_official_validation:f2c76ff1-2239-29d0-87f5-8a0346584384_3:6:8:lower than,relative_vertical,lower than,True,0.6706344749274342
sgfn,sgfn_official_full_l160:official_test:10b17940-3938-2467-8a7a-958300ba83d3:2:30:24:higher than,relative_vertical,higher than,True,0.0002160943834819129
sgfn,sgfn_official_full_l160:official_test:c92fb5b5-f771-2064-8570-dbe16cb33764:2:7:1:higher than,relative_vertical,higher than,True,2.858978609410201e-10
vlsat,vlsat_closed_set:full_official_validation:321c8680-a5a8-2a84-85c2-816a26d59516:3:20:13:lower than,relative_vertical,lower than,True,4.048600010797543e-09
vlsat,vlsat_closed_set:full_official_validation:bcb0fe04-4f39-2c70-9f03-d0eec592de24:3:28:37:lower than,relative_vertical,lower than,True,0.0
sgfn,sgfn_official_full_l160:official_test:9766cbf7-6321-2e2f-81e1-2b46533c64dd:4:31:39:lower than,relative_vertical,lower than,True,6.266731225157418e-05
open3dsg,open3dsg_ov:full_official_validation:c92fb5b5-f771-2064-8570-dbe16cb33764_3:20:19:lower than,relative_vertical,lower than,True,1.1820820322583359e-08
vlsat,vlsat_closed_set:full_official_validation:5630cfe7-12bf-2860-8710-52729dc36cc6:2:11:1:higher than,relative_vertical,higher than,True,7.52268858317251e-09
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:2:14:37:lower than,relative_vertical,lower than,True,8.25688328820462e-09
sgfn,sgfn_official_full_l160:official_test:e61b0e04-bada-2f31-82d6-72831a602ba7:2:22:13:higher than,relative_vertical,higher than,True,0.0026516817646921043
sgfn,sgfn_official_full_l160:official_test:f2c76feb-2239-29d0-8418-72b6051fc144:3:21:32:lower than,relative_vertical,lower than,True,9.790454262081916e-06
vlsat,vlsat_closed_set:full_official_validation:6bde6083-9162-246f-8c9c-e170212059b2:2:6:7:higher than,relative_vertical,higher than,True,0.00016104723685561595
open3dsg,open3dsg_ov:full_official_validation:7747a4ec-9431-24e8-848f-897279a1e9fe_6:21:72:higher than,relative_vertical,higher than,True,5.96118709950133e-11
sgfn,sgfn_official_full_l160:official_test:77361fd4-d054-2a22-88c4-b5b404f904ca:1:3:9:lower than,relative_vertical,lower than,True,5.410882852885379e-11
open3dsg,open3dsg_ov:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf_1:76:17:higher than,relative_vertical,higher than,True,0.997416616202332
open3dsg,open3dsg_ov:full_official_validation:4138582f-a238-2435-8332-6902542c2823_1:1:6:higher than,relative_vertical,higher than,True,0.9988712324788659
sgfn,sgfn_official_full_l160:official_test:321c8680-a5a8-2a84-85c2-816a26d59516:3:20:15:higher than,relative_vertical,higher than,True,1.0234268987829864e-10
sgfn,sgfn_official_full_l160:official_test:0cac75b7-8d6f-2d13-8cb2-0b4e06913140:1:36:59:lower than,relative_vertical,lower than,True,2.6505736927529e-06
sgfn,sgfn_official_full_l160:official_test:0cac75de-8d6f-2d13-8e1a-b574569c3885:3:28:51:lower than,relative_vertical,lower than,True,0.9976233441049644
sgfn,sgfn_official_full_l160:official_test:38770ca1-86d7-27b8-8619-ab66f67d9adf:6:4:5:lower than,relative_vertical,lower than,True,0.0023795536591825206
vlsat,vlsat_closed_set:full_official_validation:1d2f850c-d757-207c-8fba-60b90a7d4691:4:75:53:lower than,relative_vertical,lower than,True,7.310051875986101e-05
vlsat,vlsat_closed_set:full_official_validation:38770ca1-86d7-27b8-8619-ab66f67d9adf:9:60:57:higher than,relative_vertical,higher than,True,0.04009368012999896
open3dsg,open3dsg_ov:full_official_validation:a0905fdb-66f7-2272-9fc5-7c0008d5e87b_1:1:8:higher than,relative_vertical,higher than,True,0.992392394903801
sgfn,sgfn_official_full_l160:official_test:ea318260-0a4c-2749-9389-4c16c782c4b1:2:21:14:lower than,relative_vertical,lower than,True,0.0003984792443624263
sgfn,sgfn_official_full_l160:official_test:d7d40d50-7a5d-2b36-9446-7d636174329f:1:6:13:higher than,relative_vertical,higher than,True,8.510289428720341e-08
vlsat,vlsat_closed_set:full_official_validation:c7895f78-339c-2d13-82bb-cc990cbbc90f:3:6:26:lower than,relative_vertical,lower than,True,0.9999871269794134
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:6:45:25:higher than,relative_vertical,higher than,True,6.12924155873884e-11
open3dsg,open3dsg_ov:full_official_validation:43b8cae3-6678-2e38-9b67-5905de29f6d7_2:14:11:higher than,relative_vertical,higher than,True,6.92694646087233e-09
sgfn,sgfn_official_full_l160:official_test:10b1792a-3938-2467-8b4e-a93da27a0985:4:20:32:higher than,relative_vertical,higher than,True,0.9915396659724544
vlsat,vlsat_closed_set:full_official_validation:0cac75ea-8d6f-2d13-8e50-c5faf0159e32:2:14:7:higher than,relative_vertical,higher than,True,1.1791438741193261e-05
open3dsg,open3dsg_ov:full_official_validation:20c993bf-698f-29c5-8549-a69fd169c1e1_1:40:2:lower than,relative_vertical,lower than,True,2.657546835926894e-07
sgfn,sgfn_official_full_l160:official_test:bf9a3dd9-45a5-2e80-817c-f918e193231b:4:44:43:higher than,relative_vertical,higher than,True,0.037724167583586765
sgfn,sgfn_official_full_l160:official_test:137a8158-1db5-2cc0-8003-31c12610471e:4:28:27:higher than,relative_vertical,higher than,True,1.9198792555741306e-09
sgfn,sgfn_official_full_l160:official_test:7747a4ec-9431-24e8-848f-897279a1e9fe:3:65:61:lower than,relative_vertical,lower than,True,3.47499806707674e-14
sgfn,sgfn_official_full_l160:official_test:1d234026-e280-2b1a-8fe1-713e28269f4d:1:8:4:higher than,relative_vertical,higher than,True,1.0457046339951148e-09
vlsat,vlsat_closed_set:full_official_validation:4731976c-f9f7-2a1a-95cc-31c4d1751d0b:3:6:39:higher than,relative_vertical,higher than,True,0.000553883411375744
sgfn,sgfn_official_full_l160:official_test:8eabc461-5af7-2f32-8663-ce5a10fd97b3:1:40:3:lower than,relative_vertical,lower than,True,0.978931439026893
vlsat,vlsat_closed_set:full_official_validation:7272e16c-a01b-20f6-8961-a0927b4a7629:2:19:31:lower than,relative_vertical,lower than,True,5.7422819871089104e-05
vlsat,vlsat_closed_set:full_official_validation:8eabc45f-5af7-2f32-8528-640861d2a135:3:31:14:higher than,relative_vertical,higher than,True,0.0038201545952201155
sgfn,sgfn_official_full_l160:official_test:10b17963-3938-2467-8a48-0d4af350ce92:1:3:8:higher than,relative_vertical,higher than,True,0.7944593001405242
open3dsg,open3dsg_ov:full_official_validation:4138585b-a238-2435-810b-9728fc989b2f_1:7:11:lower than,relative_vertical,lower than,True,4.505149853173407e-08
open3dsg,open3dsg_ov:full_official_validation:38770ca5-86d7-27b8-871c-57fdbfe87905_4:2:26:lower than,relative_vertical,lower than,True,1.4359602863445176e-06
sgfn,sgfn_official_full_l160:official_test:0cac75dc-8d6f-2d13-8d08-9c497bd6acdc:2:51:50:lower than,relative_vertical,lower than,True,0.0005018807955949889
sgfn,sgfn_official_full_l160:official_test:7272e16c-a01b-20f6-8961-a0927b4a7629:2:30:31:lower than,relative_vertical,lower than,True,0.6421264689448127
open3dsg,open3dsg_ov:full_official_validation:9af05c68-5794-2e19-8c5a-979f448da545_5:69:67:higher than,relative_vertical,higher than,True,0.003796521280458265
open3dsg,open3dsg_ov:full_official_validation:b1f23308-d255-2761-94da-981d962c6bf8_1:5:1:higher than,relative_vertical,higher than,True,1.1372657363839522e-05
sgfn,sgfn_official_full_l160:official_test:4fbad31e-465b-2a5d-84b7-c0ddea978db4:1:13:26:lower than,relative_vertical,lower than,True,7.695543313701592e-09
open3dsg,open3dsg_ov:full_official_validation:c92fb5b7-f771-2064-87a9-31c819832405_1:12:11:higher than,relative_vertical,higher than,True,3.219646771412954e-15
sgfn,sgfn_official_full_l160:official_test:9766cbf7-6321-2e2f-81e1-2b46533c64dd:3:35:37:higher than,relative_vertical,higher than,True,7.440695379834494e-07
sgfn,sgfn_official_full_l160:official_test:68bae75f-3567-2f7c-829d-7422117729f3:3:27:29:higher than,relative_vertical,higher than,True,3.494072985699148e-05
vlsat,vlsat_closed_set:full_official_validation:6bde607b-9162-246f-8e65-76e3ef265504:1:19:13:higher than,relative_vertical,higher than,True,0.011593770481558185
sgfn,sgfn_official_full_l160:official_test:4a9a43d2-7736-2874-874d-d0fad0570e19:6:37:36:lower than,relative_vertical,lower than,True,0.000980966024123786
sgfn,sgfn_official_full_l160:official_test:ab835fae-54c6-29a1-995e-b06cfc555786:4:19:1:lower than,relative_vertical,lower than,True,0.697232871729029
sgfn,sgfn_official_full_l160:official_test:10b17944-3938-2467-8bac-5552375e4467:2:18:19:higher than,relative_vertical,higher than,True,2.838040913388795e-10
sgfn,sgfn_official_full_l160:official_test:20c993b7-698f-29c5-847d-c8cb8a685f5a:1:5:6:lower than,relative_vertical,lower than,True,0.0002743111876295501
open3dsg,open3dsg_ov:full_official_validation:e61b0e02-bada-2f31-82d0-80fc5c70bd6f_2:24:1:higher than,relative_vertical,higher than,True,2.072152310406139e-06
vlsat,vlsat_closed_set:full_official_validation:280d8ebb-6cc6-2788-9153-98959a2da801:5:31:40:higher than,relative_vertical,higher than,True,0.00403358145592847
sgfn,sgfn_official_full_l160:official_test:4fbad331-465b-2a5d-8488-852fcda9513c:2:15:38:lower than,relative_vertical,lower than,True,1.2895475576257809e-08
vlsat,vlsat_closed_set:full_official_validation:0cac7540-8d6f-2d13-8eee-36ba2a428e3f:1:18:14:higher than,relative_vertical,higher than,True,0.6165903149237969
vlsat,vlsat_closed_set:full_official_validation:38770ca3-86d7-27b8-85a7-7d840ffdec6a:7:19:40:higher than,relative_vertical,higher than,True,2.6153317067567627e-08
vlsat,vlsat_closed_set:full_official_validation:5630cfd1-12bf-2860-86b2-e7a96bc32c19:2:24:13:lower than,relative_vertical,lower than,True,0.9928891177323222
sgfn,sgfn_official_full_l160:official_test:ddc73797-765b-241a-9e2c-097c5989baf6:3:102:17:higher than,relative_vertical,higher than,True,2.8413192687537503e-06
open3dsg,open3dsg_ov:full_official_validation:e61b0e04-bada-2f31-82d6-72831a602ba7_1:11:14:lower than,relative_vertical,lower than,True,1.3071214111093354e-09
open3dsg,open3dsg_ov:full_official_validation:9766cbf7-6321-2e2f-81e1-2b46533c64dd_4:31:1:higher than,relative_vertical,higher than,True,7.137987667604762e-07
